Date,Close/Last,Volume,Open,High,Low
11/06/2020,$90.65,6626107,$90.15,$91.2,$89.78
11/05/2020,$90.62,6169717,$90.69,$91.16,$89.9
11/04/2020,$89.79,10509390,$88.9,$91.285,$88.74
11/03/2020,$88.39,6910439,$86.778,$89.06,$86.18
11/02/2020,$85.97,8904850,$87.54,$87.765,$85.45
10/30/2020,$86.96,11402800,$87.75,$88.39,$85.63
10/29/2020,$88.3,8440044,$87.17,$89.11,$86.61
10/28/2020,$87.17,12738750,$88.65,$88.95,$86.61
10/27/2020,$90.05,8027508,$89.48,$90.345,$89.17
10/26/2020,$89.66,7756413,$90.03,$91.13,$88.65
